record_date,channel_name,agent_name,response_seconds,score,issue_type,solved_flag,note
2026-05-19 14:52:00,微信客服,坐席01,15,100,账户问题,是,
2026-05-26 15:53:00,电话客服,坐席02,37,76,物流问题,是,需要主管介入
2026-06-18 14:07:00,电话客服,坐席07,36,86,技术支持,是,
2026-05-19 17:17:00,电话客服,坐席06,4,待评分,账户问题,是,建议优化流程
2026-05-19 19:10:00,微信客服,坐席11,50,84,退款申请,是,
2026-05-27 08:57:00,电话客服,坐席13,160,95,账户问题,否,需要主管介入
2026-06-02 20:36:00,邮件客服,坐席12,452,65,退款申请,是,
2026-05-27 13:47:00,在线客服,坐席09,37,95,退款申请,是,客户对解释满意
2026-05-31 20:17:00,在线客服,坐席04,137,93,技术支持,否,需要主管介入
2026-05-24 16:23:00,邮件客服,坐席04,200,78,订单查询,是,客户情绪较激动
2026-05-11 19:42:00,在线客服,坐席09,7,待评分,账户问题,是,转其他部门处理
2026-05-07 11:13:00,在线客服,坐席09,31s,83,退款申请,是,
2026-05-26 17:59:00,在线客服,坐席01,36,72,产品咨询,是,
2026-06-06 21:40:00,电话客服,坐席06,2,73,技术支持,是,
2026-05-02 18:52:00,APP客服,坐席07,113,90,产品咨询,是,需要主管介入
2026-05-31 20:33:00,APP客服,坐席13,7,90,技术支持,否,建议优化流程
2026-05-22 11:49:00,APP客服,坐席12,27,74,物流问题,否,
2026-05-01 20:52:00,在线客服,坐席04,19,75,技术支持,是,
2026-06-06 16:45:00,电话客服,坐席01,0,72,订单查询,否,
2026-05-11 21:04:00,APP客服,坐席14,86,100,物流问题,是,转其他部门处理
2026-04-26 20:07:00,电话客服,坐席11,111,77,产品咨询,是,
2026-06-16 19:10:00,在线客服,坐席02,12s,待评分,退款申请,是,
2026-05-19 18:33:00,APP客服,坐席11,330,68,投诉建议,是,
2026-05-29 08:58:00,邮件客服,坐席02,290,87,物流问题,是,建议优化流程
2026-05-18 17:42:00,电话客服,坐席10,12,99,产品咨询,是,需要主管介入
2026-06-04 17:35:00,电话客服,坐席08,272,83,技术支持,是,
2026-05-10 11:52:00,电话客服,坐席03,35,91,账户问题,是,客户情绪较激动
2026-04-21 09:00:00,电话客服,坐席13,6,65,产品咨询,是,
2026-05-07 13:33:00,APP客服,坐席09,61,78,投诉建议,否,客户情绪较激动
2026-04-27 14:06:00,微信客服,坐席05,156,92,投诉建议,否,需要主管介入
2026-04-28 16:47:00,在线客服,坐席07,14,82,物流问题,否,客户情绪较激动
2026-05-24 20:23:00,在线客服,坐席04,43,91,退款申请,否,需要主管介入
2026-05-21 21:52:00,微信客服,坐席09,58,64,投诉建议,否,客户情绪较激动
2026-04-23 10:21:00,APP客服,坐席12,15,82,产品咨询,是,
2026-05-20 21:36:00,APP客服,坐席11,12,91,退款申请,否,转其他部门处理
2026-05-11 15:48:00,在线客服,坐席07,151,79分,技术支持,是,
2026-05-01 17:21:00,电话客服,坐席04,21,94,会员服务,是,
2026-05-31 15:01:00,APP客服,坐席07,98,92,退款申请,是,
2026-05-24 18:40:00,电话客服,坐席13,25,95,物流问题,是,
2026-05-05 11:31:00,在线客服,坐席04,1,93,订单查询,是,转其他部门处理
2026-05-24 20:54:00,电话客服,坐席11,183,78,投诉建议,否,建议优化流程
2026-05-25 10:11:00,电话客服,坐席11,99,83,订单查询,是,
2026-05-27 15:06:00,在线客服,坐席07,114,82,退款申请,是,转其他部门处理
2026-06-12 18:04:00,在线客服,坐席01,24,83,物流问题,是,
2026-06-09 16:18:00,APP客服,坐席11,14,84,订单查询,是,建议优化流程
2026-06-13 20:55:00,邮件客服,坐席08,425,待评分,订单查询,是,
2026-04-22 13:57:00,电话客服,坐席14,80,74,账户问题,是,
2026-05-15 10:15:00,APP客服,坐席08,70,100,订单查询,是,
2026-05-31 13:19:00,在线客服,坐席04,63,96,退款申请,是,
2026-05-19 11:00:00,电话客服,坐席09,57s,94,订单查询,是,
2026-05-20 16:44:00,在线客服,坐席01,94,68,投诉建议,是,建议优化流程
2026-05-22 13:47:00,APP客服,坐席10,81,63,订单查询,是,客户情绪较激动
2026-06-06 11:28:00,在线客服,坐席11,335,82,订单查询,是,需要主管介入
2026-05-13 11:46:00,电话客服,坐席01,1,64,账户问题,是,
2026-06-17 08:10:00,在线客服,坐席14,24,79,会员服务,是,
2026-05-28 08:54:00,APP客服,坐席14,4,93,会员服务,是,客户对解释满意
2026-06-08 19:27:00,邮件客服,坐席05,5,77,账户问题,是,
2026-06-19 18:36:00,微信客服,坐席02,42,98,订单查询,否,
2026-06-13 15:03:00,电话客服,坐席01,135,82,技术支持,是,
2026-05-18 12:49:00,微信客服,坐席13,125,80,技术支持,是,
2026-06-15 17:22:00,电话客服,坐席13,9,83,技术支持,是,
2026-06-01 17:38:00,电话客服,坐席01,253,74,投诉建议,是,转其他部门处理
2026-04-25 17:22:00,微信客服,坐席07,83,100,会员服务,是,客户对解释满意
2026-06-07 14:44:00,电话客服,坐席08,137,58,投诉建议,是,转其他部门处理
2026-05-07 21:42:00,APP客服,坐席03,8,95,物流问题,是,转其他部门处理
2026-05-05 21:27:00,在线客服,坐席11,58,94,投诉建议,是,
2026-05-19 09:33:00,在线客服,坐席06,60,70,账户问题,是,
2026-04-27 20:04:00,微信客服,坐席03,160,83,技术支持,是,
2026-06-18 20:02:00,在线客服,坐席05,70,85,退款申请,是,客户情绪较激动
2026-06-10 13:40:00,在线客服,坐席13,103s,100,退款申请,是,建议优化流程
2026-05-08 10:47:00,电话客服,坐席08,39,89,物流问题,是,
2026-05-03 20:53:00,在线客服,坐席13,3,73,退款申请,是,客户对解释满意
2026-04-24 18:59:00,APP客服,坐席10,133,79分,技术支持,否,建议优化流程
2026-05-05 16:35:00,微信客服,坐席10,91,100,订单查询,是,
2026-05-27 10:43:00,APP客服,坐席07,13,86,产品咨询,是,客户情绪较激动
2026-06-01 12:52:00,APP客服,坐席10,39,88,产品咨询,是,
2026-05-30 20:58:00,微信客服,坐席14,77,87,产品咨询,是,转其他部门处理
2026-05-22 08:37:00,在线客服,坐席03,83,100,物流问题,否,
2026-06-05 20:26:00,在线客服,坐席06,65,89,订单查询,否,客户情绪较激动
2026-05-02 08:27:00,电话客服,坐席05,33,90,技术支持,是,建议优化流程
2026-06-05 09:47:00,在线客服,坐席08,131,90,物流问题,是,
2026-06-13 20:37:00,电话客服,坐席04,24,78,产品咨询,否,
2026-05-25 20:12:00,电话客服,坐席04,27,86,退款申请,是,
2026-05-22 11:31:00,电话客服,坐席11,50,99,订单查询,是,客户情绪较激动
2026-06-20 20:18:00,在线客服,坐席10,53,78,投诉建议,否,客户对解释满意
2026-06-18 12:50:00,在线客服,坐席02,118,65,产品咨询,是,需要主管介入
2026-05-08 18:54:00,微信客服,坐席08,280,76,技术支持,是,
2026-04-27 11:00:00,电话客服,坐席12,36,84,物流问题,是,
2026-06-07 08:54:00,电话客服,坐席15,36,89,产品咨询,是,需要主管介入
2026-06-08 13:01:00,邮件客服,坐席10,135,85,退款申请,是,转其他部门处理
2026-05-07 11:51:00,电话客服,坐席14,54,87,物流问题,是,
2026-06-10 11:36:00,微信客服,坐席15,392,78,技术支持,是,客户情绪较激动
2026-05-29 12:54:00,在线客服,坐席01,133,88,会员服务,是,客户情绪较激动
2026-06-09 13:23:00,电话客服,坐席04,17,60,技术支持,是,建议优化流程
2026-05-13 15:10:00,在线客服,坐席08,29,67,投诉建议,否,
2026-05-12 11:30:00,微信客服,坐席06,467,70,技术支持,是,客户情绪较激动
2026-06-05 21:04:00,在线客服,坐席10,22,83,会员服务,是,需要主管介入
2026-06-15 09:08:00,电话客服,坐席09,48,81,会员服务,否,
2026-05-22 16:39:00,在线客服,坐席11,73,71,投诉建议,是,建议优化流程
2026-05-08 14:38:00,在线客服,坐席09,8,100,会员服务,是,需要主管介入
2026-06-16 19:25:00,微信客服,坐席06,211,83,产品咨询,否,转其他部门处理
2026-04-23 19:02:00,电话客服,坐席02,20,84,会员服务,是,转其他部门处理
2026-05-04 10:09:00,在线客服,坐席11,49,87,产品咨询,否,
2026-05-10 14:21:00,微信客服,坐席13,99,88,技术支持,是,
2026-04-21 20:16:00,电话客服,坐席08,178,84,订单查询,否,
2026-05-18 16:15:00,APP客服,坐席06,43,89,订单查询,是,需要主管介入
2026-06-02 12:29:00,电话客服,坐席07,43,91,账户问题,是,转其他部门处理
2026-05-23 16:51:00,邮件客服,坐席15,238,85,账户问题,是,
2026-06-04 21:56:00,APP客服,坐席08,11,97,退款申请,是,
2026-05-22 17:28:00,微信客服,坐席08,283,76,技术支持,是,转其他部门处理
2026-04-28 16:48:00,电话客服,坐席11,2,83,会员服务,是,建议优化流程
2026-05-28 19:01:00,APP客服,坐席05,42,85,退款申请,否,客户情绪较激动
2026-06-17 08:40:00,在线客服,坐席12,95,74,物流问题,是,客户对解释满意
2026-05-02 15:23:00,在线客服,坐席04,4,77,物流问题,否,
2026-05-24 10:57:00,电话客服,坐席06,141,66,订单查询,是,建议优化流程
2026-06-08 10:11:00,微信客服,坐席12,76,92,订单查询,是,客户对解释满意
2026-06-07 14:47:00,电话客服,坐席09,12,72,订单查询,是,客户情绪较激动
2026-05-28 20:14:00,邮件客服,坐席14,199,59,产品咨询,是,
2026-06-07 19:46:00,电话客服,坐席11,7,83,订单查询,是,
2026-04-28 14:10:00,微信客服,坐席05,52,95,订单查询,否,需要主管介入
2026-04-29 18:47:00,微信客服,坐席08,58,78,产品咨询,否,需要主管介入
2026-06-13 19:57:00,微信客服,坐席07,165,88,技术支持,是,客户情绪较激动
2026-04-21 14:21:00,电话客服,坐席15,17,60,账户问题,否,建议优化流程
2026-04-28 21:46:00,电话客服,坐席06,10,94,订单查询,是,转其他部门处理
2026-05-04 15:14:00,微信客服,坐席11,66,77,投诉建议,是,
2026-05-16 12:25:00,在线客服,坐席06,64,80,退款申请,否,客户对解释满意
2026-06-03 14:14:00,APP客服,坐席11,117,79,技术支持,否,需要主管介入
2026-05-07 14:42:00,邮件客服,坐席03,208,74,会员服务,是,建议优化流程
2026-06-18 19:15:00,电话客服,坐席13,11,84,订单查询,是,客户对解释满意
2026-06-04 09:07:00,电话客服,坐席12,29,94,退款申请,是,
2026-04-25 12:28:00,在线客服,坐席02,134,85,退款申请,是,建议优化流程
2026-04-29 12:09:00,在线客服,坐席08,49,78,退款申请,是,
2026-05-31 10:04:00,微信客服,坐席08,35,78,物流问题,是,客户情绪较激动
2026-05-02 14:13:00,APP客服,坐席01,167,70,退款申请,是,建议优化流程
2026-05-13 21:24:00,电话客服,坐席13,32,87,会员服务,是,
2026-05-04 10:51:00,在线客服,坐席10,16,85,退款申请,是,建议优化流程
2026-04-22 19:56:00,在线客服,坐席06,2,59分,退款申请,是,客户情绪较激动
2026-06-02 17:11:00,在线客服,坐席04,1,98,技术支持,是,客户情绪较激动
2026-05-03 21:42:00,微信客服,坐席13,15,81,账户问题,是,客户对解释满意
2026-06-04 11:59:00,微信客服,坐席13,40,71,退款申请,否,建议优化流程
2026-05-27 18:54:00,电话客服,坐席04,19,68,账户问题,否,
2026-05-13 09:12:00,电话客服,坐席06,46,51,投诉建议,是,
2026-05-28 13:51:00,APP客服,坐席09,67,77,产品咨询,是,客户情绪较激动
2026-05-19 19:33:00,电话客服,坐席09,42,96,订单查询,是,
2026-05-11 20:30:00,电话客服,坐席05,58,64,会员服务,否,客户对解释满意
2026-06-02 15:00:00,电话客服,坐席05,55,59,产品咨询,是,客户情绪较激动
2026-05-22 08:46:00,电话客服,坐席10,32,93,技术支持,是,
2026-05-06 09:59:00,电话客服,坐席04,9,87分,物流问题,是,建议优化流程
2026-05-23 20:55:00,APP客服,坐席10,7,85,技术支持,是,建议优化流程
2026-05-16 16:01:00,在线客服,坐席09,2,70,产品咨询,是,
2026-04-21 10:59:00,APP客服,坐席06,60,77,退款申请,否,
2026-06-05 21:36:00,APP客服,坐席14,150,97,订单查询,是,转其他部门处理
2026-05-04 20:35:00,APP客服,坐席01,123,71分,投诉建议,是,需要主管介入
2026-04-24 12:39:00,电话客服,坐席07,5,85,技术支持,否,客户对解释满意
2026-06-05 19:16:00,微信客服,坐席15,63,79,产品咨询,是,需要主管介入
2026-05-21 10:16:00,在线客服,坐席14,6,72,物流问题,否,
2026-05-19 13:24:00,在线客服,坐席02,485,61,投诉建议,是,需要主管介入
2026-06-13 17:15:00,邮件客服,坐席14,251,66,退款申请,否,客户情绪较激动
2026-04-26 15:28:00,APP客服,坐席01,80,73,退款申请,是,转其他部门处理
2026-05-09 13:26:00,APP客服,坐席13,3,76,投诉建议,是,
2026-04-28 11:07:00,邮件客服,坐席03,53,93,订单查询,是,
2026-06-01 18:10:00,电话客服,坐席11,70,73,退款申请,是,
2026-05-30 15:58:00,电话客服,坐席15,5,94,会员服务,否,建议优化流程
2026-05-06 16:12:00,微信客服,坐席06,24,91,物流问题,是,
2026-05-18 13:40:00,电话客服,坐席07,53,81,订单查询,是,转其他部门处理
2026-05-18 08:02:00,在线客服,坐席14,31,86,产品咨询,是,
2026-06-06 12:53:00,APP客服,坐席06,101,84,会员服务,否,
2026-05-28 18:51:00,电话客服,坐席12,122,78分,投诉建议,是,客户情绪较激动
2026-04-21 14:29:00,在线客服,坐席13,7,72,退款申请,是,
2026-05-18 19:28:00,电话客服,坐席15,34,70,退款申请,是,建议优化流程
2026-05-29 16:03:00,电话客服,坐席06,94,79,退款申请,是,
2026-05-13 17:44:00,在线客服,坐席12,97,90,会员服务,是,
2026-05-23 17:36:00,微信客服,坐席14,25s,86,退款申请,是,转其他部门处理
2026-05-08 10:06:00,邮件客服,坐席12,37,64,物流问题,是,
2026-05-08 11:48:00,在线客服,坐席08,15,待评分,物流问题,是,建议优化流程
2026-05-18 10:54:00,在线客服,坐席10,185,81,投诉建议,是,
2026-06-18 14:57:00,电话客服,坐席13,11,76,退款申请,否,需要主管介入
2026-05-09 10:07:00,电话客服,坐席10,39s,75分,产品咨询,否,
2026-06-07 16:59:00,电话客服,坐席05,150,89,账户问题,是,
2026-05-06 21:07:00,电话客服,坐席09,11,88,订单查询,是,客户情绪较激动
2026-06-16 14:42:00,APP客服,坐席05,3,94,退款申请,是,建议优化流程
2026-05-22 11:27:00,在线客服,坐席14,6,68,账户问题,否,需要主管介入
2026-04-25 16:19:00,电话客服,坐席15,68,65,订单查询,是,客户对解释满意
2026-05-01 10:34:00,在线客服,坐席10,196,100,物流问题,是,客户对解释满意
2026-05-12 14:55:00,微信客服,坐席02,79,100,产品咨询,是,需要主管介入
2026-05-16 10:33:00,APP客服,坐席08,68,61,会员服务,是,建议优化流程
2026-05-25 19:44:00,电话客服,坐席12,322,95,技术支持,是,
2026-05-13 08:20:00,在线客服,坐席07,51s,68,退款申请,是,客户对解释满意
2026-06-09 11:26:00,电话客服,坐席09,90,80,投诉建议,否,转其他部门处理
2026-06-12 19:16:00,APP客服,坐席02,23,92,账户问题,否,
2026-05-04 09:39:00,电话客服,坐席05,4,71,退款申请,是,客户情绪较激动
2026-06-02 09:24:00,在线客服,坐席13,99,78,退款申请,是,
2026-05-23 09:15:00,电话客服,坐席07,22,100,订单查询,是,
2026-05-20 16:51:00,在线客服,坐席08,27,98,产品咨询,否,
2026-05-16 11:16:00,电话客服,坐席03,130,100,账户问题,是,需要主管介入
2026-04-30 20:30:00,电话客服,坐席03,23s,64,会员服务,否,需要主管介入
2026-06-01 20:35:00,在线客服,坐席12,30,82,投诉建议,否,客户对解释满意
2026-05-19 21:25:00,微信客服,坐席07,127,91,技术支持,是,
2026-05-03 17:38:00,APP客服,坐席07,27,78,物流问题,是,
2026-06-06 21:15:00,微信客服,坐席09,95,77,产品咨询,是,转其他部门处理
2026-05-26 14:29:00,在线客服,坐席09,40,78,会员服务,否,需要主管介入
2026-04-27 18:09:00,微信客服,坐席09,70,77,物流问题,是,转其他部门处理
2026-05-14 18:25:00,电话客服,坐席14,4,72,订单查询,是,客户情绪较激动
2026-06-07 13:58:00,微信客服,坐席13,55,81,账户问题,是,转其他部门处理
2026-06-04 15:06:00,APP客服,坐席11,113,69,会员服务,是,需要主管介入
2026-05-31 18:16:00,在线客服,坐席05,106,77,会员服务,否,需要主管介入
2026-05-21 08:59:00,APP客服,坐席07,31,83,订单查询,否,
2026-05-24 15:39:00,在线客服,坐席14,47,84,产品咨询,是,需要主管介入
2026-05-24 09:53:00,在线客服,坐席07,14,74,技术支持,是,建议优化流程
2026-05-20 20:19:00,在线客服,坐席05,13,80,物流问题,是,建议优化流程
2026-06-17 14:01:00,邮件客服,坐席07,206,待评分,订单查询,否,建议优化流程
2026-04-29 12:41:00,电话客服,坐席09,148,76,退款申请,是,转其他部门处理
2026-05-23 09:06:00,邮件客服,坐席01,19,56,账户问题,是,客户对解释满意
2026-05-26 19:05:00,电话客服,坐席02,150,84,技术支持,否,
2026-05-27 18:38:00,微信客服,坐席01,160,81,技术支持,是,
2026-04-27 15:05:00,电话客服,坐席01,291,82,产品咨询,是,
2026-06-06 19:41:00,电话客服,坐席03,25,69,物流问题,是,客户对解释满意
2026-06-19 10:29:00,在线客服,坐席11,99,73,产品咨询,是,客户对解释满意
2026-06-17 08:37:00,在线客服,坐席09,165,86,技术支持,否,
2026-06-11 12:28:00,电话客服,坐席01,39,71,退款申请,是,建议优化流程
2026-05-18 08:35:00,邮件客服,坐席11,257,80,账户问题,是,转其他部门处理
2026-05-04 14:31:00,APP客服,坐席10,22,85,订单查询,是,
2026-06-13 12:57:00,电话客服,坐席02,32,77,物流问题,否,
2026-06-14 17:32:00,在线客服,坐席06,70,81,技术支持,否,
2026-05-23 16:40:00,邮件客服,坐席03,147,67,订单查询,是,转其他部门处理
2026-05-26 12:59:00,电话客服,坐席10,16,69,退款申请,是,建议优化流程
2026-05-05 21:26:00,APP客服,坐席14,97,78,退款申请,是,
2026-04-30 16:36:00,在线客服,坐席05,14,92,物流问题,否,
2026-04-22 16:59:00,电话客服,坐席09,156,90,产品咨询,否,
2026-05-08 17:47:00,在线客服,坐席13,13s,72,订单查询,是,客户情绪较激动
2026-06-15 15:46:00,微信客服,坐席09,32,54,投诉建议,是,转其他部门处理
2026-05-18 08:17:00,微信客服,坐席03,149,80,订单查询,是,
2026-06-08 14:25:00,在线客服,坐席04,170,99,产品咨询,是,
2026-04-30 13:15:00,在线客服,坐席08,67,81,投诉建议,是,
2026-05-16 21:06:00,在线客服,坐席09,52,73,投诉建议,是,客户情绪较激动
2026-05-16 19:32:00,APP客服,坐席08,36s,70,物流问题,是,
2026-04-29 14:14:00,在线客服,坐席01,9,90,物流问题,是,转其他部门处理
2026-05-06 10:33:00,邮件客服,坐席14,103,87,物流问题,否,
2026-05-30 14:31:00,微信客服,坐席06,122,83,产品咨询,是,需要主管介入
2026-05-13 12:36:00,电话客服,坐席03,36,70,投诉建议,是,建议优化流程
2026-06-20 10:54:00,邮件客服,坐席14,399,58,订单查询,是,
2026-05-02 14:03:00,电话客服,坐席02,75,84,订单查询,是,
2026-04-30 09:05:00,电话客服,坐席03,59,79,退款申请,是,需要主管介入
2026-05-10 15:35:00,电话客服,坐席12,116,100,投诉建议,是,转其他部门处理
2026-05-29 11:23:00,在线客服,坐席09,77,84,账户问题,是,
2026-06-09 13:23:00,在线客服,坐席08,25,84,会员服务,是,
2026-05-08 15:27:00,电话客服,坐席12,7,91,会员服务,是,
2026-06-11 15:22:00,电话客服,坐席07,173,76,会员服务,是,
2026-05-14 09:26:00,APP客服,坐席01,60,81,会员服务,是,客户情绪较激动
2026-05-11 12:47:00,微信客服,坐席03,7,74,产品咨询,是,
2026-06-20 19:06:00,电话客服,坐席01,28,75分,物流问题,是,需要主管介入
2026-05-28 13:51:00,APP客服,坐席09,67,77,产品咨询,是,客户情绪较激动
2026-06-02 15:00:00,电话客服,坐席05,55,59,产品咨询,是,客户情绪较激动
2026-05-23 15:38:00,在线客服,坐席12,112,64分,投诉建议,是,
2026-05-22 11:49:00,APP客服,坐席12,27,74,物流问题,否,
2026-04-24 12:39:00,电话客服,坐席07,5,85,技术支持,否,客户对解释满意
